query_hist,current_time,memory_type,memory_subtype,content,place,related_person,start_time_has_hour,start_time,end_time,remind_time,is_repeat_time,repeat_freq,repeat_value,repeat_last_time
用户:下周六全天婚礼彩排; 你:周六上午9点到晚上8点，还有带孩子看病，可能比较赶，婚礼彩排要换个时间吗？; 用户:不用。; 你:好的，提前多久提醒你？; 用户:15分钟,`2025-06-30 20:50:11,日程,婚礼,婚礼彩排,,,是,`2025-07-12 08:00:00,`2025-07-12 20:00:00,`2025-07-12 07:45:00,否,,,
用户:周三下午3点心理咨询; 你:周三上午8点到晚上8点已经有设备调试了。心理咨询要换个时间吗？; 用户:周三下午3点心理咨询。; 你:收到，啥时候提醒你？; 用户:提前一小时提醒。  ,`2025-06-30 20:50:38,日程,就医,心理咨询,,,是,`2025-07-02 15:00:00,,`2025-07-02 14:00:00,否,,,
用户:下周一早上8点开学典礼; 你:下周一上午8点到上午9点，有2个日程，开学典礼要换个时间吗？; 用户:不用换时间，开学典礼就定在下周一上午8点吧。; 你:OK，啥时候提醒你？; 用户:开始前半小时提醒我。,`2025-06-30 20:51:06,日程,会议,开学典礼,,,是,`2025-07-07 08:00:00,,`2025-07-07 07:30:00,否,,,
用户:明天晚上9点直播答疑; 你:晚上9点已经被直播交流高级粉丝占了。直播答疑需要改个时间吗？; 用户:那把直播答疑改到明天晚上8点吧。; 你:明天晚上8点到晚上9点，有2个日程，直播答疑要换个时间吗？; 用户:把直播答疑改到后天晚上8点吧。; 你:没问题，持续多久啊？在哪儿开呀？; 用户:1小时，在腾讯会议开。,`2025-06-30 22:21:52,日程,会议,直播答疑,腾讯会议,,是,`2025-07-02 20:00:00,`2025-07-02 21:00:00,,否,,,
用户:下周六全天婚礼彩排; 你:周六上午9点到晚上8点，还有带孩子看病，可能比较赶，婚礼彩排要换个时间吗？; 用户:要不把婚礼彩排改到周日吧，那天我上午有空。  ; 你:周日下午3点到晚上8点，还有亲子烘焙，可能比较赶，婚礼彩排要换个时间吗？; 用户:婚礼彩排安排在周日下午1点开始，避开亲子烘焙的时间。  ; 你:收到，会持续多长时间？在哪儿婚礼彩排？; 用户:预计持续4个小时，婚礼彩排地点在朝阳区建国路87号喜来登酒店。,`2025-06-30 22:22:18,日程,婚礼,婚礼彩排,朝阳区建国路87号喜来登酒店,,是,`2025-07-06 13:00:00,`2025-07-06 17:00:00,,否,,,
用户:周日早上9点带猫绝育; 你:周日上午九点提醒你？; 用户:改成10点吧  ,`2025-06-30 22:20:26,日程,宠物,带猫绝育,,,是,`2025-07-06 10:00:00,,`2025-07-06 10:00:00,否,,,
用户:周五晚上6点公司年会; 你:周五下午6点到晚上7点，有2个日程，公司年会要换个时间吗？; 用户:不用换时间，年会可以按时进行。  ; 你:OK，提前多久提醒你？; 用户:30分钟,`2025-06-30 22:22:53,日程,庆典,公司年会,,,是,`2025-07-04 18:00:00,,`2025-07-04 17:30:00,否,,,
用户:明天晚上8点线上培训; 你:晚上8点已经被线上培训占了。线上培训需要改个时间吗？; 用户:这个时间没问题，不需要调整。; 你:OK，啥时候提醒你？; 用户:明天晚上7点提醒我。  ,`2025-06-30 22:19:45,日程,培训,线上培训,,,是,`2025-07-01 20:00:00,,`2025-07-01 19:00:00,否,,,
用户:下周日全天搬家准备; 你:下周日上午八点提醒你？; 用户:取消这个提醒，我改期了。; 你:好嘞，啥时候开始？; 用户:我改成下周六上午九点开始搬家准备。; 你:下周六上午9点到晚上8点，有4个日程，搬家准备要换个时间吗？; 用户:不换了，就这段时间吧。,`2025-06-30 22:20:11,日程,生活,搬家准备,,,是,`2025-07-12 09:00:00,`2025-07-12 20:00:00,,否,,,
用户:周三下午5点接孩子; 你:周三下午五点提醒你？; 用户:好的  ,`2025-06-30 22:20:25,待办,家庭,接孩子,,孩子,是,`2025-07-02 17:00:00,,`2025-07-02 17:00:00,否,,,
用户:下周五晚上6点部门聚餐; 你:下午6点已经被部门聚餐占了。部门聚餐需要改个时间吗？; 用户:要不改成下周五晚上7点吧，这样大家下班后能更放松地参加。  ; 你:好嘞，啥时候提醒你？; 用户:下周五晚上7点提醒我  ; 你:好的，能说说持续多长时间吗？; 用户:大概持续2小时左右。  ,`2025-06-30 22:20:54,日程,应酬,部门聚餐,,,是,`2025-07-11 19:00:00,`2025-07-11 21:00:00,`2025-07-11 19:00:00,否,,,
用户:周六早上8点社区服务; 你:周六上午八点提醒你？; 用户:好的  ,`2025-06-30 22:21:12,待办,公益,社区服务,,,是,`2025-07-05 08:00:00,,`2025-07-05 08:00:00,否,,,
用户:下周三全天市场调研; 你:下周三下午3点到晚上8点，还有心理咨询，可能比较赶，市场调研要换个时间吗？; 用户:好的，那把市场调研改到下周四吧。; 你:好的，提前一天晚上8点提醒你，好吗？; 用户:好的，那就提前一天晚上8点提醒我吧。,`2025-06-30 22:21:39,日程,工作,市场调研,,,是,`2025-07-10 08:00:00,`2025-07-10 20:00:00,`2025-07-09 20:00:00,否,,,
用户:明天中午11点美容护理; 你:明早11点提醒你哈？; 用户:好的，没问题。  ,`2025-06-30 22:21:56,待办,美容,美容护理,,,是,`2025-07-01 11:00:00,,`2025-07-01 11:00:00,否,,,
用户:下周六全天带孩子复查; 你:下周六上午9点到晚上8点，还有带孩子学习，可能比较赶，带孩子复查要换个时间吗？; 用户:我觉得没问题，就按原计划来。; 你:OK，提前一天晚上8点提醒你成吗？; 用户:好的，没问题。  ,`2025-06-30 22:22:21,日程,就医,带孩子复查,,孩子,是,`2025-07-12 08:00:00,`2025-07-12 20:00:00,`2025-07-11 20:00:00,否,,,
用户:周四晚上7点家长会; 你:周四晚上7点半到晚上9点半已经有家长会了。家长会要换个时间吗？; 用户:家长会可以改到周五晚上7点吗？  ; 你:周五上午8点到晚上8点已经有行业展会了。家长会要换个时间吗？; 用户:周五晚上7点吧; 你:收到，会持续多长时间？在哪儿开会？; 用户:1小时，学校会议室,`2025-06-30 22:22:45,日程,会议,家长会,学校会议室,,是,`2025-07-04 19:00:00,`2025-07-04 20:00:00,,否,,,
用户:下周一早上6点送机; 你:什么时间提醒你？; 用户:早上六点提醒我。  ,`2025-06-30 22:23:02,日程,出行,送机,,,是,`2025-07-07 06:00:00,,`2025-07-07 06:00:00,否,,,
用户:明天下午3点车辆年检; 你:明下午三点提醒你？; 用户:改成明天下午2点提醒吧  ,`2025-06-30 22:36:01,待办,生活,车辆年检,,,是,`2025-07-01 14:00:00,,`2025-07-01 14:00:00,否,,,
用户:周日全天整理衣橱; 你:周日上午八点提醒你？; 用户:改成7点吧  ,`2025-06-30 22:36:18,待办,生活,整理衣橱,,,是,`2025-07-06 07:00:00,`2025-07-06 20:00:00,`2025-07-06 07:00:00,否,,,
用户:周三上午10点重要汇报; 你:周三上午10点到上午11点，有2个日程，重要汇报要换个时间吗？; 用户:这个时间段先空出来，我再想想怎么安排  ; 你:收到，提前多久提醒你？; 用户:30分钟,`2025-06-30 22:36:45,日程,会议,重要汇报,,,是,`2025-07-02 10:00:00,,`2025-07-02 09:30:00,否,,,
用户:帮我记一下明天下午的客户会议; 你:好呀，啥时候开始？要多久啊？; 用户:改成明天上午十点可以吗？时长半小时就行。; 你:好嘞，在哪儿开呀？; 用户:客户公司会议室; 你:提前15分钟提醒你啊？; 用户:改成提前30分钟吧。  ,`2025-06-30 22:37:13,日程,会议,客户会议,客户公司会议室,,是,`2025-07-01 10:00:00,`2025-07-01 10:30:00,`2025-07-01 09:30:00,否,,,
用户:提醒我今晚健身; 你:好嘞，大概几点提醒你？; 用户:晚上7点半9点左右  ; 你:开始时间已经过去了，重说一下呗; 用户:好的，那改成明天晚上7点半吧。,`2025-06-30 22:38:03,待办,运动,健身,,,是,`2025-07-01 19:30:00,,`2025-07-01 19:30:00,否,,,
用户:记下周三团队聚餐; 你:好嘞，啥时候提醒你？; 用户:周三早上9点提醒我,`2025-06-30 22:38:38,日程,应酬,团队聚餐,,,是,`2025-07-09 09:00:00,,`2025-07-09 09:00:00,否,,,
用户:记下下周要出差; 你:没问题，啥时候提醒你？; 用户:下周二晚上7点提醒我准备行李  ,`2025-06-30 22:39:02,待办,差旅,准备行李,,,是,`2025-07-08 19:00:00,,`2025-07-08 19:00:00,否,,,
