query_hist,current_time,生成结果
用户:今天10点有个会议，帮我记下来; 你:10点到11点已经有培训安排了。会议要换个时间吗？; 用户:改到下午2点吧; 你:好的，会持续多久啊？; 用户:大概1小时吧; 你:提前2小时叫你，成不？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""今天"",""start_time_chinese"":""下午2点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 14:00:00"",""end_time"":""2025-06-26 15:00:00"",""remind_time"":""2025-06-26 12:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:明天晚上8点要去看牙医; 你:明天晚上8点到9点已经约了健身教练。看牙医要换个时间吗？; 用户:就明天晚上8点吧; 你:好的，大概要多久呢？; 用户:差不多1小时吧; 你:提前15分钟提醒你，可以吗？; 用户:好的,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 20:00:00"",""end_time"":""2025-06-27 21:00:00"",""remind_time"":""2025-06-27 19:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:后天早上8点有个体检要记一下; 你:后天早上8点已经有健身计划了。体检要换个时间吗？; 用户:改成后天8点吧; 你:什么时间提醒你？; 用户:提前15分钟提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""健康"",""content"":""体检"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 08:00:00"",""end_time"":"""",""remind_time"":""2025-06-28 07:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:周一9点有个客户会议，帮忙记一下; 你:周一9点到10点已经有团队晨会安排了。客户会议要换个时间吗？; 用户:改到周二上午10点半吧。; 你:什么时间提醒你？; 用户:提前3小时提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""客户会议"",""place"":"""",""related_person"":""客户"",""start_date_chinese"":""周二"",""start_time_chinese"":""上午10点半"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 10:30:00"",""end_time"":""2025-07-01 11:30:00"",""remind_time"":""2025-07-01 07:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:周二下午4点有个展会，帮我记一下; 你:周二下午4点到5点已经约了健身。展会要换个时间吗？; 用户:改到周二16点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前3小时叫你，成不？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周二"",""start_time_chinese"":""16点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 16:00:00"",""end_time"":""2025-07-01 17:00:00"",""remind_time"":""2025-07-01 13:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:周三下午两点要去看牙医; 你:周三下午两点到三点已经有健身课了。看牙医要换个时间吗？; 用户:改到周三14点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周三"",""start_time_chinese"":""14点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 14:00:00"",""end_time"":""2025-07-02 15:00:00"",""remind_time"":""2025-07-02 13:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:周四11点有个读书会，记录一下; 你:周四11点到12点已经有健身课了。读书会要换个时间吗？; 用户:改到周四11点。; 你:好的，提前3小时叫你，成不？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""读书"",""content"":""读书会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周四"",""start_time_chinese"":""11点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 11:00:00"",""end_time"":""2025-06-26 12:00:00"",""remind_time"":""2025-06-26 08:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:周五晚上6点有个工作会议，记录一下; 你:周五晚上6点到7点已经有健身计划了。工作会议要换个时间吗？; 用户:改到周五18点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前半小时叫你，成不？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""工作会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周五"",""start_time_chinese"":""18点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 18:00:00"",""end_time"":""2025-06-27 20:00:00"",""remind_time"":""2025-06-27 17:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:周六下午4点有个加班会议; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""周六下午4点有个加班会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周六"",""start_time_chinese"":""下午4点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 16:00:00"",""end_time"":""2025-06-28 18:00:00"",""remind_time"":""2025-06-28 15:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:周日上午10点有个工作会议，记一下; 你:周日10点到11点已经有健身安排。工作会议要换个时间吗？; 用户:改到周日10点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前半小时叫你，成不？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""工作会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周日"",""start_time_chinese"":""10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 10:00:00"",""end_time"":""2025-06-29 11:00:00"",""remind_time"":""2025-06-29 09:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:周天18点有个项目会议，帮我记下; 你:周日18点到19点已经有健身课程了。项目会议要换个时间吗？; 用户:改到周天18点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周天"",""start_time_chinese"":""18点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 18:00:00"",""end_time"":""2025-06-29 19:00:00"",""remind_time"":""2025-06-29 17:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:下周一晚上7点有个工作会议; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""工作会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周一"",""start_time_chinese"":""晚上7点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 19:00:00"",""end_time"":"""",""remind_time"":""2025-06-30 18:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:下周二晚上7点有个展会，记录一下; 你:下周二19点到20点已经有客户会议了。展会要换个时间吗？; 用户:改到下周二19点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前1小时叫你，成不？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""下周二19点有展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""19点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 19:00:00"",""end_time"":""2025-07-01 21:00:00"",""remind_time"":""2025-07-01 18:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:下周三9点有个展会，帮我记一下; 你:下周三9点到11点已经有工作会议了。展会要换个时间吗？; 用户:改到下周三下午2点; 你:好的，会持续多久啊？; 用户:大概2小时吧; 你:提前3小时叫你，成不？; 用户:ok,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""下周三下午2点有展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""下午2点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 14:00:00"",""end_time"":""2025-07-02 16:00:00"",""remind_time"":""2025-07-02 11:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:下周四13点有个展会，帮我记一下; 你:下周四13点已经有就医安排了。展会要换个时间吗？; 用户:改成下周四13点; 你:什么时间提醒你？; 用户:提前15分钟提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""下周四13点有展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周四"",""start_time_chinese"":""13点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 13:00:00"",""end_time"":"""",""remind_time"":""2025-07-03 12:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:下周五18点有个展会要去; 你:下周五18点到19点已经安排了健身。展会要换个时间吗？; 用户:不改了。; 你:什么时间提醒你？; 用户:提前15分钟提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""下周五18点有个展会要去"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周五"",""start_time_chinese"":""18点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 18:00:00"",""end_time"":""2025-07-04 19:00:00"",""remind_time"":""2025-07-04 17:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:下周六上午10点有个医疗检查，帮我记一下; 你:下周六上午10点到11点已经约了健身教练。医疗检查要换个时间吗？; 用户:改到下周六10点。; 你:什么时间提醒你？; 用户:提前2小时提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""医疗检查"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周六"",""start_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-05 10:00:00"",""end_time"":""2025-07-05 11:00:00"",""remind_time"":""2025-07-05 08:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:下周日1点想去看画展，记一下; 你:下周日1点到2点已经有健身计划了。看画展要换个时间吗？; 用户:改到下周日13点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""活动"",""content"":""看画展"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周日"",""start_time_chinese"":""13点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 13:00:00"",""end_time"":""2025-07-06 15:00:00"",""remind_time"":""2025-07-06 12:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:下周日晚上6点有个学习会，帮我记一下; 你:下周日晚上6点到7点已经安排了看牙医。学习会需要改时间吗？; 用户:不改了; 你:什么时间提醒你？; 用户:提前3小时提醒我,2025-06-26 01:21:47,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""学习会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周日晚上"",""start_time_chinese"":""6点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 18:00:00"",""end_time"":""2025-07-06 19:00:00"",""remind_time"":""2025-07-06 15:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:21:47""}}"
用户:今天上午10点要去看牙医; 你:好的，会看多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,2025-06-27 04:00:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""去看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""今天"",""start_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 10:00:00"",""end_time"":""2025-06-27 11:00:00"",""remind_time"":""2025-06-27 09:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 04:00:31""}}"
